Group number 1:
(9354, 13987, 26)
(9354, 13988, 23)
(9354, 13989, 5)
(9354, 13990, 7)
(9354, 14025, 19)
(9354, 14026, 23)
(9354, 14027, 18)
(9354, 14028, 9)
(9355, 13987, 14)
(9355, 13988, 29)
(9355, 13989, 10)
(9355, 13990, 9)
(9355, 14025, 6)
(9355, 14026, 17)
(9355, 14027, 17)
(9355, 14028, 8)
(9355, 14029, 8)
(9356, 13987, 5)
(9356, 13988, 8)
(9356, 13989, 16)
(9356, 13990, 9)
(9356, 13991, 8)
(9356, 14026, 7)
(9356, 14027, 6)
(9356, 14028, 15)
(9356, 14029, 5)
(9357, 13989, 6)
(9357, 13990, 6)
(9357, 13992, 5)
(9357, 14028, 12)
(9357, 14029, 7)
(9358, 14030, 5)
(9394, 13986, 18)
(9394, 13987, 20)
(9394, 13988, 9)
(9394, 14025, 26)
(9394, 14026, 18)
(9394, 14027, 8)
(9395, 13986, 24)
(9395, 13987, 34)
(9395, 13988, 21)
(9395, 13989, 6)
(9395, 13990, 5)
(9395, 14025, 37)
(9395, 14026, 29)
(9395, 14027, 16)
(9396, 13986, 15)
(9396, 13987, 28)
(9396, 13988, 27)
(9396, 13989, 8)
(9396, 13990, 8)
(9396, 13991, 5)
(9396, 14025, 25)
(9396, 14026, 33)
(9396, 14027, 19)
(9396, 14028, 8)
(9397, 13986, 6)
(9397, 13987, 10)
(9397, 13988, 15)
(9397, 13989, 12)
(9397, 13990, 7)
(9397, 14025, 8)
(9397, 14026, 13)
(9397, 14027, 13)
(9397, 14028, 12)
(9398, 13987, 5)
(9398, 13988, 10)
(9398, 13989, 21)
(9398, 13990, 9)
(9398, 13991, 9)
(9398, 14027, 7)
(9398, 14028, 16)
(9398, 14029, 6)
(9399, 13991, 8)
(9399, 14030, 5)
(9400, 13991, 5)
(9406, 14037, 5)

Group number 4:
(9353, 13156, 16)
(9353, 13157, 17)
(9353, 13158, 7)
(9353, 13159, 6)
(9354, 13094, 5)
(9354, 13134, 17)
(9354, 13135, 33)
(9354, 13136, 19)
(9354, 13137, 7)
(9354, 13156, 10)
(9354, 13157, 20)
(9354, 13158, 9)
(9355, 13135, 15)
(9355, 13136, 26)
(9355, 13137, 9)
(9355, 13138, 9)
(9355, 13157, 8)
(9355, 13158, 12)
(9355, 13159, 7)
(9356, 13136, 11)
(9356, 13137, 25)
(9356, 13158, 6)
(9356, 13159, 11)
(9356, 13160, 5)
(9357, 13137, 5)
(9357, 13138, 8)
(9357, 13159, 8)
(9357, 13160, 8)
(9358, 13139, 9)
(9358, 13160, 6)
(9358, 13161, 7)
(9359, 13140, 7)
(9359, 13162, 5)
(9360, 13163, 6)
(9394, 13134, 21)
(9394, 13135, 17)
(9394, 13136, 11)
(9394, 13156, 14)
(9394, 13157, 10)
(9395, 13134, 30)
(9395, 13135, 20)
(9395, 13136, 13)
(9395, 13156, 14)
(9395, 13157, 19)
(9395, 13158, 8)
(9395, 13159, 5)
(9396, 13134, 19)
(9396, 13135, 20)
(9396, 13136, 16)
(9396, 13137, 5)
(9396, 13138, 7)
(9396, 13156, 6)
(9396, 13157, 19)
(9396, 13158, 10)
(9396, 13159, 7)
(9397, 13134, 9)
(9397, 13135, 6)
(9397, 13136, 16)
(9397, 13137, 13)
(9397, 13138, 5)
(9397, 13157, 5)
(9397, 13158, 8)
(9397, 13159, 13)
(9398, 13095, 5)
(9398, 13136, 10)
(9398, 13137, 17)
(9398, 13138, 9)
(9398, 13158, 7)
(9398, 13159, 15)
(9398, 13160, 5)
(9399, 13138, 6)
(9399, 13139, 7)
(9399, 13160, 8)
(9401, 13099, 5)
(9401, 13140, 5)
(9406, 13168, 5)
(9426, 13168, 5)

